,churn,n_requests_1,n_requests_2,n_requests_3,diff_n_requests_1,diff_n_requests_2,diff_n_requests_3,diff_avg_vjnbe_requests_1,diff_avg_vjnbe_requests_2,diff_avg_vjnbe_requests_3,other_hsntsn_requests_1,other_hsntsn_requests_2,other_hsntsn_requests_3,n_accident,sum_accident_cost,vehicle_age,diff_car_holder,contract_age_months,age_contract_holder,age_youngest_driver,years_driving_license
3128,0,0,23,23,-2.09,11.5,7.67,0.0,25.40143476975523,15.506993391740556,0.0,0.14095332873175773,0.0,0,0,4,0,40,29,29,8
97897,0,0,0,0,-1.18,-1.3,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,33,36,24,15
81198,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1782,0,0,27,36,21,16
34992,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,110,38,22,20
76713,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,60,44,31,25
55353,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1840,0,0,104,43,21,23
64610,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30,30,23,11
18400,0,0,0,0,-0.91,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,70,39,28,21
244,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,35,22,22,1
60564,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1881,10,0,70,36,34,14
30873,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,48,36,28,16
79461,0,0,0,56,-5.18,-5.7,18.56,0.0,0.0,1.7642948751284866,0.0,0.0,0.27413822224131873,0,0,12,0,24,31,30,12
93364,0,0,0,0,-1.45,-1.6,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,42,34,24,16
6183,0,0,0,0,-2.55,-2.8,-3.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,80,45,25,25
62013,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2490,3,0,190,36,27,16
55235,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,36,39,18,19
72386,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,54,44,30,24
22811,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,14,36,34,18
99150,0,0,0,11,-1.0,-1.1,3.67,0.0,0.0,12.386936848049398,0.0,0.0,0.5660739416409406,0,0,8,0,77,23,23,4
11266,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,1,50,35,26,14
67228,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,45,35,25,16
84182,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,45,31,28,10
44578,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,15,25,25,5
92063,0,0,0,0,-1.91,-2.1,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,1,80,28,22,8
23688,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,35,37,24,17
40654,0,0,0,0,-4.27,-4.7,-5.22,0.0,0.0,0.0,0.0,0.0,0.0,1,1980,0,0,14,41,19,20
92716,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,60,37,24,16
91092,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,18,26,23,7
77692,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,45,31,22,13
55790,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,63,40,21,20
76326,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1930,3,0,117,26,24,5
77195,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1584,9,1,40,40,26,20
56960,0,0,0,0,-0.82,-0.9,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,48,27,26,7
68523,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,36,20,15
35675,0,0,0,49,-5.55,-6.1,14.999999999999998,0.0,0.0,9.693727811119318,0.0,0.0,0.03364530024132162,0,0,7,0,28,34,31,14
80283,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,36,36,28,16
75021,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,27,19,9
72953,0,0,0,8,-0.73,-0.8,2.67,0.0,0.0,14.39616540744758,0.0,0.0,0.05514316630256103,0,0,0,0,90,44,23,25
71067,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,8,35,18,17
69351,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,100,41,23,22
31174,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,1,20,37,32,16
47887,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,24,45,26,25
83083,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1435,0,1,63,29,29,8
48943,0,0,0,0,-1.45,-1.6,-1.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,18,33,18,14
63607,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1582,4,0,45,27,26,9
95039,0,0,12,12,-1.09,6.0,4.0,0.0,18.67976646169685,8.597221545720942,0.0,0.1406445008566868,0.22478397801467329,0,0,2,0,49,44,31,26
5879,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,35,29,29,8
59425,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,32,43,20,24
62504,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,77,41,21,21
7594,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,18,28,18,7
43264,0,0,0,0,-2.82,-3.1,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30,0,15,26,25,7
21340,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,1,780,8,0,35,35,28,16
91305,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,21,25,25,3
98979,0,0,0,0,-3.55,-3.9,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,22,36,27,16
58276,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3302,30,0,12,30,27,11
78261,0,57,57,79,55.0,26.3,26.33,14.040438684689107,2.4424677130665358,9.373502432196382,0.07308960108871254,0.0,0.7624399020065316,0,0,3,0,48,39,24,19
86693,0,0,0,0,-2.64,-2.9,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,21,37,26,17
65852,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,72,34,24,15
43492,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,24,36,22,18
97688,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,55,22,22,2
58809,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,1,42,36,29,16
87086,0,0,1,1,-0.09,0.5,0.33,0.0,14.449818155849595,13.479156094618848,0.0,0.05419238295511658,0.4168178334424413,0,0,9,0,60,31,25,11
54632,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,31,31,12
26315,0,0,0,85,-7.73,-8.5,28.33,0.0,0.0,21.630541251420965,0.0,0.0,0.5650753773584993,1,1848,2,0,120,36,25,17
58921,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1826,0,1,30,31,31,12
61187,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,99,34,27,13
68102,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,45,37,30,17
22038,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,35,26,26,8
24085,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,1,64,34,29,16
95637,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,18,30,29,10
56677,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,48,39,27,20
40567,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,0,32,40,27,19
7076,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0,8,32,32,12
35823,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,48,1,18,30,25,9
54697,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,36,24,18
23273,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2754,7,0,54,25,25,4
82514,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,45,28,28,10
6155,0,0,0,37,-3.36,-3.7,12.33,0.0,0.0,6.154320089961903,0.0,0.0,0.35214061556180365,0,0,4,0,24,45,35,25
67008,0,0,0,0,-1.64,-1.8,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,1,25,46,24,27
52951,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2820,28,0,11,40,33,19
88032,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,55,33,23,14
2346,0,0,33,33,-3.0,16.5,11.0,0.0,17.233080549989708,17.642649458596484,0.0,0.03698338152339015,0.4374361492397813,0,0,15,0,32,21,21,1
12278,0,0,0,0,-3.55,-3.9,-4.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,80,44,26,26
49654,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4114,6,0,12,25,25,6
3155,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,63,37,20,18
3517,0,0,0,23,-2.18,-2.4,7.56,0.0,0.0,-7.3791783410712375,0.0,0.0,0.13532117564218366,0,0,2,0,140,35,25,17
35691,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1825,4,0,9,24,24,4
64178,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,10,37,22,17
94618,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1930,3,0,25,36,18,17
55895,0,0,9,9,-5.73,-0.9000000000000004,-3.0,0.0,-1.2889868688233148,8.9737936263868,0.0,0.3010070068775119,0.2265735887976489,1,1988,3,1,84,28,28,7
42149,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2448,12,0,24,40,23,21
10685,0,0,0,0,-14.18,-15.6,-17.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,63,42,29,21
50627,0,0,0,0,-0.73,-0.8,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,32,42,23,22
45049,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,48,39,25,19
16511,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,1,36,37,30,18
75085,0,0,0,0,-1.36,-1.5,-1.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,48,38,18,18
47304,0,0,0,0,-4.0,-4.4,-4.89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,16,20,20,0
66534,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,896,14,0,21,38,31,18
930,0,0,0,0,-1.91,-2.1,-2.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,56,29,22,10
9115,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,36,22,22,2
23308,0,0,0,0,-3.0,-3.3,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,72,21,21,2
80477,0,0,0,0,-4.73,-5.2,-5.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,66,24,18,3
41512,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2299,20,1,32,34,30,15
92052,0,0,0,0,-0.73,-0.8,-0.89,0.0,0.0,0.0,0.0,0.0,0.0,1,3107,18,0,36,34,20,14
74239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,60,0,45,33,26,14
23271,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,24,25,25,6
78629,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,24,36,25,17
69234,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,20,32,25,12
61634,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,16,42,26,23
87063,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0,48,39,23,20
32419,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,32,0,63,41,31,20
25840,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,60,37,31,18
82649,0,10,10,10,8.91,3.8,2.0,21.491358662586464,11.12723081502043,22.479547265708547,0.16439710874485586,0.11192293508086623,0.3069946313010847,0,0,3,0,32,23,20,3
426,0,0,0,0,-4.18,-4.6,-5.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,28,25,7
58761,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,40,24,18,3
7201,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,12,37,22,17
55125,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1050,12,0,108,32,27,14
70503,0,0,3,8,-1.45,0.2,1.7799999999999998,0.0,24.02345195127129,14.546410713898256,0.0,0.24940916844341185,0.14152279871124507,1,1620,12,0,30,33,32,12
99410,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,1,49,43,38,21
52928,0,0,0,35,-3.18,-3.5,11.67,0.0,0.0,13.388472223314974,0.0,0.0,0.6443635118294873,0,0,4,0,90,32,21,11
14256,0,0,0,0,-1.18,-1.3,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,50,22,22,4
75370,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,36,32,26,11
16107,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,54,43,21,22
54357,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,88,33,33,13
33162,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,110,46,41,27
29210,0,0,0,0,-0.45,-0.5,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,1,1704,0,0,36,31,24,11
81072,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2534,6,0,45,33,21,13
77448,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1,45,35,31,16
89143,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,14,31,24,12
36959,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,90,48,21,27
522,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,0,40,23,23,3
84987,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,1,48,28,22,10
13212,0,27,27,27,22.45,8.5,3.4400000000000004,19.16343255808365,-3.968205091483192,-9.377817712188076,0.3299137777407776,0.1643401832957984,0.6009502733394461,0,0,1,0,21,28,28,8
21927,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3052,2,1,120,41,39,21
29864,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,49,33,27,15
97252,0,0,0,0,-0.64,-0.7,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,45,36,22,17
51005,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,12,35,21,14
86921,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,80,38,22,17
79836,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,21,32,23,11
83203,0,0,0,0,-5.55,-6.1,-6.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,35,27,19,7
84023,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2249,0,0,36,31,31,12
53133,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2896,2,0,21,35,18,17
29763,0,0,5,5,-0.45,2.5,1.67,0.0,24.919156210550494,13.014078586380469,0.0,0.1608447194429783,0.3974930376966988,0,0,8,0,48,40,27,22
63097,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,20,41,28,22
20633,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,108,32,23,14
14430,0,0,0,0,-5.09,-5.6,-6.22,0.0,0.0,0.0,0.0,0.0,0.0,1,2868,10,0,119,35,32,15
65283,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1687,28,0,44,36,22,16
39854,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,32,22,13
40246,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,40,29,29,9
81239,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4956,8,0,66,41,18,22
30311,0,0,0,0,-2.27,-2.5,-2.78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,18,27,27,8
26186,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,120,37,24,18
97846,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,944,7,0,104,40,32,22
7721,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,24,28,27,7
77043,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,30,33,30,14
93064,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,1,64,27,27,6
16418,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,18,38,23,18
72577,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1584,12,0,36,23,23,4
81628,0,0,0,0,-2.45,-2.7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,0,35,27,18,9
59005,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,28,26,7
85652,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,7,37,27,16
65383,0,0,16,16,-2.73,6.6,3.77,0.0,17.345660543159884,20.787765812824105,0.0,0.4042546416442203,0.08112105130302866,1,3178,24,1,52,34,28,14
98976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,1,12,35,22,15
99697,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,66,31,31,10
82957,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,78,35,23,16
23217,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,56,32,32,13
9662,0,0,0,0,-0.27,-0.3,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,42,33,29,13
4760,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2112,0,0,18,40,31,20
4701,0,0,10,10,-0.91,5.0,3.33,0.0,19.863166711837973,8.120512724186305,0.0,0.20364696315661204,0.0,0,0,4,0,56,34,29,14
52579,0,0,0,0,-0.55,-0.6,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,60,45,28,24
64986,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,42,28,28,7
16042,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1036,3,0,49,31,19,10
97478,1,0,0,25,-2.27,-2.5,8.33,0.0,0.0,25.102138500175172,0.0,0.0,0.1667085842704636,0,0,0,0,55,34,18,15
96436,0,0,0,0,-1.82,-2.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66,31,22,13
93013,0,0,0,0,-4.27,-4.7,-5.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,42,24,24,6
36536,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,98,46,18,25
34094,0,0,32,32,-2.91,16.0,10.67,0.0,19.280081916416112,6.052850124541438,0.0,0.0,0.6193221420044162,1,1815,5,0,88,29,29,10
77866,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16,1,32,36,24,16
87342,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,8,43,30,24
19054,0,0,0,59,-5.36,-5.9,19.67,0.0,0.0,1.1523124428192393,0.0,0.0,0.3400783529867428,0,0,30,1,56,21,21,1
51142,0,0,13,13,-1.18,6.5,4.33,0.0,0.2846245918429329,9.317377573403617,0.0,0.009577630101760187,0.228032221390372,1,3091,6,0,55,32,30,11
46379,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,954,24,0,90,30,30,9
15690,0,0,0,22,-2.0,-2.2,7.33,0.0,0.0,21.659178428722267,0.0,0.0,0.26404949456249915,0,0,6,0,70,25,25,5
15491,0,0,3,3,-0.36,1.4,0.89,0.0,1.5221995312563903,5.8704219155978,0.0,0.9621399234831568,0.4330600767391261,0,0,3,0,33,35,24,14
92479,0,0,0,0,-1.82,-2.0,-2.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,77,34,23,15
59106,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,64,38,36,18
60923,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,77,46,18,26
15254,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9,0,30,27,26,8
37763,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,12,27,27,8
15201,0,0,0,0,-0.09,-0.1,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,1,1331,36,1,30,35,33,15
15072,0,0,0,0,-1.18,-1.3,-1.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,0,96,32,32,12
66335,0,0,0,0,-1.64,-1.8,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,12,45,37,26
40293,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,84,38,25,17
80392,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,96,36,29,15
26112,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,50,43,23,23
44001,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,54,41,21,22
70734,0,0,0,0,-0.18,-0.2,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,46,41,26
59244,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4014,14,0,50,54,21,33
81499,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,36,40,29,21
69467,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2904,9,1,63,29,20,10
20448,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,9,34,24,15
79520,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,48,39,31,20
35016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,70,42,25,24
55048,0,0,0,0,-5.73,-6.3,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,20,35,18,16
53323,0,0,0,0,-0.36,-0.4,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0,36,27,20,7
15340,0,1,1,1,1.0,0.5,0.33,10.741786110118305,15.699908819964554,7.620730637748853,0.43943759472782384,0.460753976763698,0.09417667489871563,0,0,25,0,110,30,23,11
54879,0,0,0,0,-3.09,-3.4,-3.78,0.0,0.0,0.0,0.0,0.0,0.0,1,2002,5,0,63,25,25,6
20682,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,1,32,37,23,18
